ID,UserID,SubjectID,IsPositive,AgeGroupID,GenderID,RelevantTweetsCount,ImageAnalysisGender,ImageAnalysisGenderConfidence,ImageAnalysisLowAge,ImageAnalysisHighAge,ImageAnalysisAgeConfidence,ImageAnalysisChecked
6,767,1,0.342,2,2,1,Male,0.788,42,45,0.649,1
7,11091,1,-0.64,4,1,1,Male,0.354,22,42,0.243,1
8,29283,1,-0.02,4,1,1,Female,0.969,13,16,0.671,1
9,44313,1,-0.032,4,1,1,Male,0.593,26,45,0.888,1
10,50743,1,0.026,2,2,1,Male,0.215,52,72,0.621,1
11,66873,1,-0.885,1,2,1,Female,0.5,59,63,0.463,1
12,160763,1,0.328,1,1,1,Male,0.662,52,65,0.815,1
13,192803,1,-0.002,3,1,1,Female,0.954,51,67,0.124,1
14,243863,1,0.75,3,2,1,Female,0.757,43,63,0.228,1
15,381683,1,-0.311,4,2,1,Female,0.565,42,46,0.932,1
16,420193,1,-0.688,1,1,1,Male,0.86,27,43,0.883,1
17,428333,1,0.877,4,1,4,Female,0.673,44,50,0.717,1
18,458173,1,0.391,1,2,1,Male,0.803,50,51,0.797,1
19,557563,1,-0.475,3,2,1,Male,0.651,14,31,0.766,1
20,643143,1,-0.92,3,1,1,Female,0.75,65,81,0.862,1
21,675883,1,0.795,1,2,1,Female,0.731,36,42,0.647,1
22,681473,1,0.856,4,2,1,Male,0.303,64,77,0.381,1
23,690823,1,0.968,4,2,1,Female,0.26,27,39,0.105,1
24,716813,1,-0.739,3,2,1,Male,0.73,43,47,0.852,1
25,742143,1,-0.379,1,1,1,Female,0.628,12,28,0.298,1
26,749963,1,-0.912,1,1,1,Male,0.76,35,51,0.215,1
27,755113,1,-0.181,4,1,4,Female,0.474,40,46,0.591,1
28,759249,1,-0.028,4,1,1,Male,0.481,46,58,0.821,1
29,759251,1,-0.584,4,2,24,Male,0.642,46,57,0.982,1
30,768142,1,0.367,3,1,1,Female,0.808,59,68,0.845,1
31,769594,1,0.03,4,1,1,Female,0.866,37,45,0.088,1
32,783214,1,-0.187,3,1,1,Male,0.09,58,66,0.152,1
33,796155,1,-0.073,2,2,1,Female,0.594,58,67,0.637,1
34,807095,1,-0.534,2,1,29,Female,0.49,21,37,0.131,1
35,807594,1,0.218,4,2,1,Female,0.7,12,17,0.984,1
36,817645,1,0.422,1,2,1,Female,0.795,64,82,0.168,1
37,817652,1,1,2,2,1,Male,0.963,35,48,0.943,1
38,820694,1,-0.484,3,1,1,Male,0.131,42,62,0.018,1
39,823525,1,-0.25,1,2,1,Male,0.409,12,14,0.995,1
40,823748,1,0.513,2,1,1,Male,0.145,45,53,0.24,1
41,936881,1,0.813,2,2,1,Female,0.311,45,56,0.495,1
42,971661,1,-0.721,2,2,2,Female,0.474,47,56,0.704,1
43,972651,1,-0.861,3,1,3,Female,0.538,57,75,0.369,1
44,980611,1,0.387,4,2,1,Male,0.663,56,60,0.773,1
45,1067061,1,-0.745,3,1,1,Female,0.778,57,71,0.421,1
46,1106501,1,-0.264,4,2,2,Female,0.448,46,64,0.733,1
47,1367531,1,0.657,2,1,10,Male,0.672,53,56,0.687,1
48,1394221,1,0.824,2,1,1,Female,0.653,39,51,0.099,1
49,1401481,1,-0.346,1,1,1,Male,0.267,50,51,0.407,1
50,1449701,1,0.756,3,2,1,Female,0.453,38,42,0.205,1
51,1495091,1,-0.312,3,1,1,Male,0.616,26,38,0.195,1
52,1586501,1,-0.961,4,2,1,Female,0.503,59,73,0.103,1
53,1652541,1,0.911,4,1,2,Female,0.913,60,69,0.009,1
54,1662891,1,0.158,4,2,1,Male,0.092,47,54,0.301,1
55,1782991,1,0.379,4,1,1,Female,0.396,55,74,0.655,1
56,1819261,1,0.574,1,2,3,Female,0.593,12,28,0.943,1
57,1912101,1,-0.499,2,2,1,Female,0.216,64,79,0.837,1
58,1917731,1,-0.675,4,2,11,Female,0.98,14,18,0.594,1
59,1947301,1,0.576,2,2,1,Male,0.826,64,82,0.836,1
60,1966071,1,-0.317,1,2,2,Male,0.363,13,28,0.867,1
61,1968931,1,-0.426,2,2,1,Male,0.177,16,34,0.504,1
62,1982321,1,0.076,3,2,2,Female,0.866,17,35,0.508,1
63,1994321,1,0.872,4,2,2,Male,0.374,65,82,0.412,1
64,2030711,1,-0.629,3,2,1,Female,0.215,57,74,0.794,1
65,2054101,1,0.316,3,1,1,Female,0.831,24,29,0.966,1
66,2097571,1,0.966,1,1,3,Male,0.864,15,33,0.899,1
67,2198701,1,-0.94,3,2,1,Female,0.82,44,50,0.704,1
68,2213981,1,0.521,2,1,2,Male,0.854,30,50,0.756,1
69,2225051,1,-0.453,4,1,2,Female,0.012,28,37,0.735,1
70,2267241,1,0.196,2,1,1,Male,0.481,36,38,0.739,1
71,2467791,1,0.898,2,1,16,Male,0.39,46,58,0.422,1
72,2563081,1,-0.627,4,2,1,Female,0.038,32,52,0.771,1
73,2729061,1,0.333,3,1,1,Male,0.34,36,48,0.251,1
74,2742161,1,0.727,2,1,1,Male,0.339,16,34,0.449,1
75,2754781,1,-0.134,1,2,1,Female,0.327,45,64,0.661,1
76,2768501,1,0.544,1,1,1,Female,0.679,57,69,0.942,1
77,2816371,1,0.578,1,1,1,Male,0.822,27,31,0.107,1
78,2836421,1,0.217,4,1,5,Male,0.137,49,63,0.38,1
79,2884771,1,0.64,1,1,2,Female,0.333,38,57,0.638,1
80,2890961,1,0.284,2,1,1,Female,0.539,17,29,0.694,1
81,2953201,1,0.343,1,2,2,Male,0.533,23,41,0.274,1
82,2996801,1,0.934,4,2,1,Female,0.219,18,27,0.084,1
83,3108351,1,-0.374,4,1,2,Male,0.714,24,31,0.635,1
84,3129171,1,-0.015,4,1,1,Female,0.576,34,49,0.912,1
85,3137031,1,0.447,2,1,2,Female,0.048,33,46,0.12,1
86,3370001,1,-0.785,2,2,1,Female,0.225,57,61,0.858,1
87,3385951,1,0.167,1,2,1,Female,0.06,54,73,0.233,1
88,3395221,1,-0.171,1,2,1,Male,0.11,28,29,0.843,1
89,3632161,1,0.396,1,1,1,Female,0.709,23,38,0.719,1
90,3669591,1,-0.58,4,2,2,Male,0.559,64,73,0.638,1
91,3798271,1,-0.316,1,1,1,Male,0.434,12,16,0.511,1
92,3817401,1,-0.642,1,2,1,Female,0.21,22,34,0.98,1
93,3847661,1,-0.503,1,2,2,Female,0.918,44,59,0.335,1
94,3932741,1,-0.396,4,1,1,Male,0.111,31,41,0.542,1
95,4042871,1,0.056,3,2,1,Female,0.305,14,16,0.351,1
96,4063511,1,-0.404,1,2,1,Female,0.16,16,19,0.245,1
97,4113191,1,0.832,2,1,1,Male,0.724,53,72,0.159,1
98,4207961,1,0.755,2,1,1,Female,0.991,50,53,0.866,1
99,4235531,1,-0.23,2,2,1,Female,0.311,48,53,0.303,1
100,4353701,1,-0.317,3,1,1,Female,0.391,50,56,0.763,1
101,4388251,1,0.064,3,1,1,Female,0.964,62,76,0.466,1
102,4450541,1,0.174,4,1,2,Male,0.79,58,59,0.731,1
103,4517951,1,0.131,1,2,2,Female,0.717,25,32,0.625,1
104,4736071,1,-0.497,3,1,1,Male,0.988,49,60,0.019,1
105,4970411,1,0.204,2,2,4,Female,0.762,38,44,0.061,1
106,5020091,1,-0.719,3,2,1,Male,0.518,48,50,0.908,1
107,5051171,1,-0.001,4,1,1,Female,0.022,46,61,0.107,1
108,5157031,1,-0.139,4,1,1,Male,0.322,50,68,0.113,1
109,5360012,1,0.15,3,1,2,Male,0.343,16,32,0.911,1
110,5392522,1,-0.006,4,1,2,Female,0.978,15,21,0.369,1
111,5402612,1,-0.813,2,1,2,Male,0.931,58,71,0.381,1
112,5407392,1,0.685,1,2,1,Female,0.995,18,24,0.724,1
113,5417182,1,0.142,2,1,1,Female,0.694,36,42,0.671,1
114,5478432,1,0.89,2,2,1,Female,0.44,22,28,0.568,1
115,5487832,1,0.481,1,2,1,Male,0.019,13,19,0.386,1
116,5509762,1,0.68,3,1,2,Male,0.602,48,68,0.6,1
117,5510112,1,-0.691,4,2,1,Female,0.884,63,76,0.564,1
118,5532052,1,-0.486,2,2,1,Male,0.114,32,51,0.853,1
119,5667002,1,0.477,2,1,1,Female,0.207,18,31,0.793,1
120,5692542,1,0.543,4,2,1,Female,0.204,60,68,0.342,1
121,5695632,1,-0.662,2,1,1,Male,0.928,61,80,0.833,1
122,5725652,1,0.129,4,1,1,Female,0.06,54,65,0.805,1
123,5751952,1,0.503,4,1,1,Male,0.583,42,52,0.341,1
124,5757222,1,-0.234,4,2,1,Male,0.162,47,62,0.772,1
125,5761262,1,0.074,4,1,1,Female,0.042,14,28,0.678,1
126,5774462,1,0.88,4,2,2,Male,0.654,12,19,0.932,1
127,5777632,1,-0.94,1,1,1,Female,0.853,45,60,0.611,1
128,5849252,1,-0.033,4,2,2,Female,0.738,38,54,0.565,1
129,5880102,1,-0.812,4,1,1,Male,0.265,25,40,0.6,1
130,5901882,1,-0.718,1,2,1,Female,0.147,33,38,0.373,1
131,5907272,1,-0.94,1,1,1,Female,0.114,18,28,0.708,1
132,5928762,1,0.174,2,1,1,Male,0.949,25,43,0.853,1
133,5937672,1,-0.124,2,2,1,Female,0.247,27,43,0.013,1
134,5943812,1,-0.271,2,1,1,Female,0.777,40,58,0.651,1
135,5950272,1,-0.472,4,2,2,Female,0.775,41,60,0.203,1
136,5971922,1,0.35,3,1,1,Female,0.827,43,58,0.537,1
137,5982652,1,-0.396,1,2,1,Male,0.04,23,30,0.561,1
138,5988062,1,-0.579,1,2,4,Male,0.544,59,67,0.768,1
139,5992662,1,-0.657,2,1,1,Male,0.905,55,58,0.115,1
140,6016962,1,-0.245,3,1,1,Male,0.795,38,49,0.7,1
141,6065942,1,0.639,1,1,1,Male,0.794,18,28,0.89,1
142,6077152,1,0.215,1,1,1,Male,0.642,38,52,0.117,1
143,6077902,1,-0.924,3,2,2,Female,0.216,30,48,0.002,1
144,6097862,1,-0.39,1,2,1,Female,0.805,51,56,0.469,1
145,6108862,1,-0.389,3,2,2,Female,0.79,17,37,0.666,1
146,6111852,1,0.672,1,1,1,Female,0.302,16,26,0.472,1
147,6120522,1,-0.612,3,1,2,Male,0.274,62,75,0.079,1
148,6209052,1,0.634,1,1,1,Female,0.992,55,56,0.746,1
149,6246582,1,-0.724,2,2,1,Female,0.77,64,78,0.383,1
150,6258092,1,-0.631,1,1,1,Female,0.796,21,26,0.089,1
151,6262152,1,0.082,3,2,2,Male,0.226,26,46,0.282,1
152,6272332,1,0.501,2,1,1,Male,0.741,57,71,0.053,1
153,6369922,1,-0.299,4,1,2,Female,0.754,22,28,0.439,1
154,6428052,1,0.345,1,2,1,Female,0.988,50,52,0.446,1
155,6433472,1,0.492,4,1,1,Female,0.594,41,48,0.042,1
156,6460032,1,-0.099,4,1,1,Female,0.368,40,53,0.299,1
157,6480302,1,-0.601,4,1,1,Male,0.564,49,65,0.706,1
158,6529402,1,-0.305,4,2,1,Male,0.602,38,42,0.483,1
159,6619162,1,0.064,4,1,2,Male,0.273,50,55,0.531,1
160,6627232,1,0.096,2,2,1,Female,0.459,51,53,0.365,1
161,6722592,1,-0.628,3,1,1,Female,0.899,44,58,0.792,1
162,6724252,1,-0.029,2,2,3,Female,0.036,19,28,0.937,1
163,6757842,1,-0.383,1,1,1,Female,0.843,14,30,0.903,1
164,6799852,1,0.057,1,2,1,Male,0.619,35,44,0.479,1
165,6997402,1,-0.321,2,2,1,Male,0.253,42,47,0.457,1
166,6997822,1,-0.331,2,2,1,Male,0.799,41,56,0.075,1
167,7177892,1,-0.329,3,2,1,Female,0.097,54,72,0.125,1
168,7188022,1,0.438,4,2,1,Male,0.692,28,46,0.92,1
169,7206162,1,0.892,3,2,1,Male,0.111,17,26,0.061,1
170,7208932,1,0.446,2,2,1,Male,0.741,27,42,0.348,1
171,7215452,1,0.866,4,2,2,Female,0.408,60,77,0.269,1
172,7227042,1,-0.499,3,1,1,Female,0.355,38,45,0.278,1
173,7235452,1,0.228,2,1,1,Male,0.925,63,69,0.612,1
174,7237532,1,0.06,3,1,3,Female,0.247,33,42,0.841,1
175,7256992,1,0.755,2,2,2,Female,0.904,29,45,0.623,1
176,7263572,1,0.548,1,2,1,Male,0.574,15,28,0.983,1
177,7270292,1,-0.295,3,1,1,Male,0.571,25,27,0.399,1
178,7309052,1,-0.052,3,2,1,Male,0.189,20,28,0.896,1
179,7330392,1,-0.647,3,1,1,Male,0.962,62,81,0.346,1
180,7359382,1,0.39,2,1,1,Male,0.8,54,61,0.234,1
181,7362602,1,0.977,4,2,2,Male,0.575,25,38,0.006,1
182,7420282,1,0.411,2,2,1,Male,0.305,23,30,0.051,1
183,7477282,1,0.481,2,2,1,Male,0.436,13,15,0.821,1
184,7497032,1,-0.271,4,2,1,Female,0.522,65,80,0.809,1
185,7509582,1,-0.87,3,1,1,Female,0.905,14,19,0.889,1
186,7573442,1,0.072,2,2,1,Female,0.175,39,55,0.613,1
187,7587032,1,0.852,1,1,2,Female,0.474,36,49,0.65,1
188,7591572,1,-0.035,1,2,1,Female,0.402,45,64,0.914,1
189,7633872,1,0.54,4,1,1,Female,0.549,55,66,0.574,1
190,7656182,1,0.803,3,1,1,Male,0.491,59,71,0.474,1
191,7702112,1,0.971,1,2,1,Male,0.677,65,70,0.546,1
192,7722522,1,0.015,1,1,1,Female,0.136,39,42,0.835,1
193,7829802,1,-0.568,1,1,1,Male,0.005,39,48,0.463,1
194,7829912,1,0.584,3,2,2,Male,0.004,42,48,0.095,1
195,7898692,1,-0.238,4,1,1,Male,0.162,26,34,0.994,1
196,7900962,1,0.479,3,2,2,Male,0.988,59,69,0.606,1
197,7962452,1,0.288,2,2,1,Female,0.841,55,74,0.395,1
198,7998482,1,0.68,2,1,1,Female,0.679,55,65,0.159,1
199,8014632,1,0.958,2,1,1,Female,0.931,65,73,0.041,1
200,8094992,1,0.236,2,1,1,Male,0.615,49,58,0.79,1
201,8105922,1,0.175,4,1,1,Female,0.393,35,47,0.758,1
202,8192222,1,0.175,2,1,1,Male,0.339,62,81,0.68,1
203,8260322,1,0.194,3,2,1,Male,0.765,54,61,0.116,1
204,8315692,1,0.765,2,1,1,Male,0.048,45,62,0.614,1
205,8376452,1,-0.731,2,2,1,Male,0.625,39,44,0.602,1
206,8378902,1,-0.025,2,2,1,Male,0.78,40,45,0.586,1
207,8394312,1,0.238,3,2,1,Male,0.003,61,65,0.151,1
208,8444802,1,0,1,1,1,Male,0.723,19,20,0.088,1
209,8522892,1,-0.924,4,2,1,Female,0.046,65,71,0.407,1
210,8524102,1,-0.866,3,1,1,Male,0.81,25,31,0.511,1
211,8559392,1,-0.552,4,1,1,Male,0.954,33,50,0.311,1
212,8714462,1,0.965,1,1,1,Male,0.728,24,35,0.89,1
213,8839632,1,0.585,3,1,2,Male,0.05,13,17,0.159,1
214,8859802,1,-0.724,3,2,1,Female,0.912,60,73,0.056,1
215,8862532,1,0.229,3,2,2,Female,0.131,42,61,0.132,1
216,8886422,1,0.624,4,2,1,Male,0.656,26,30,0.293,1
217,8894812,1,0.426,3,1,1,Female,0.696,17,28,0.14,1
218,8904192,1,0.943,3,2,1,Female,0.997,65,77,0.736,1
219,8953122,1,0.778,2,2,1,Male,0.212,39,47,0.439,1
220,8973062,1,0.281,2,2,1,Female,0.451,63,83,0.349,1
221,9006272,1,0.752,4,1,1,Female,0.732,46,61,0.115,1
222,9108952,1,-0.669,1,2,1,Male,0.384,62,68,0.639,1
223,9126752,1,-0.25,2,2,3,Male,0.46,14,27,0.56,1
224,9201992,1,0.815,2,1,1,Female,0.532,49,54,0.381,1
225,9263202,1,0.972,2,1,1,Female,0.93,28,29,0.26,1
226,9263412,1,0.172,3,1,1,Female,0.582,14,32,0.751,1
227,9264162,1,-0.56,1,1,1,Male,0.826,53,58,0.092,1
228,9300262,1,0.768,3,1,9,Male,0.31,46,66,0.343,1
229,9336402,1,0.402,1,1,1,Male,0.18,30,48,0.571,1
230,9376172,1,-0.951,1,2,1,Male,0.836,19,37,0.433,1
231,9416412,1,-0.62,4,2,2,Male,0.562,40,47,0.388,1
232,9473532,1,0.638,4,1,1,Male,0.405,50,55,0.458,1
233,9476492,1,-0.905,1,1,1,Female,0.476,12,29,0.123,1
234,9491292,1,0.313,4,1,1,Female,0.812,34,37,0.518,1
235,9508922,1,-0.93,1,1,1,Female,0.367,48,55,0.428,1
236,9542972,1,0.856,3,1,3,Male,0.824,61,62,0.761,1
237,9567972,1,-0.766,4,1,2,Male,0.382,21,29,0.51,1
238,9651842,1,-0.534,1,2,1,Male,0.031,65,77,0.291,1
239,9695312,1,-0.263,1,2,2,Female,0.057,60,64,0.541,1
240,9700022,1,0.048,3,2,2,Male,0.872,61,81,0.629,1
241,9724622,1,0.998,4,1,1,Female,0.197,56,73,0.703,1
242,9737502,1,-0.602,1,1,1,Male,0.195,37,44,0.789,1
243,9755452,1,0.397,4,1,1,Male,0.571,20,37,0.473,1
244,9763482,1,0.253,4,1,2,Male,0.815,52,60,0.995,1
245,9802132,1,0.974,3,2,1,Male,0.849,60,63,0.67,1
246,9803552,1,0.814,4,2,1,Female,0.411,52,67,0.569,1
247,9917512,1,-0.266,1,2,1,Female,0.749,50,60,0.04,1
248,9953462,1,-0.728,4,2,1,Male,0.766,25,40,0.06,1
249,9979162,1,0.812,1,1,1,Male,0.663,34,51,0.681,1
250,10044212,1,-0.704,1,1,1,Male,0.822,50,61,0.112,1
251,10118982,1,-0.31,3,2,1,Male,0.944,62,66,0.826,1
252,10132172,1,-0.036,4,2,1,Female,0.974,61,74,0.976,1
253,10138662,1,0.844,4,2,1,Female,0.239,56,57,0.81,1
